order_id,sales,profit,discount,quantity,category
8786,3581.2,732.05,0.02,10,Technology
1895,3456.51,683.2,0.19,9,Furniture
6067,3198.36,550.93,0.72,2,Office Supplies
4872,4289.66,82.71,0.73,7,Furniture
5929,460.35,734.06,0.19,4,Technology
8190,3160.45,819.2,0.61,7,Technology
5489,4333.56,734.8,0.75,8,Office Supplies
7765,4633.22,-0.92,0.34,2,Technology
5275,2536.61,27.78,0.48,9,Office Supplies
6353,2271.78,-458.97,0.04,3,Office Supplies
8264,3957.19,-295.86,0.32,5,Furniture
2347,563.03,-125.59,0.57,3,Office Supplies
7722,3965.29,-20.9,0.38,3,Furniture
3842,3440.46,740.15,0.64,4,Technology
7791,1844.32,90.24,0.3,10,Technology
1339,4741.06,884.67,0.52,4,Technology
8576,999.35,551.89,0.14,7,Office Supplies
8027,3005.96,-276.12,0.77,3,Office Supplies
2922,80.43,288.76,0.62,8,Office Supplies
9096,601.38,570.35,0.15,5,Furniture
9096,1916.55,146.96,0.17,4,Furniture
4102,2097.47,112.79,0.12,5,Furniture
4858,3092.22,860.99,0.3,8,Technology
1169,2349.72,807.17,0.78,7,Office Supplies
4476,3569.55,562.68,0.59,5,Technology
2561,2789.43,-421.83,0.74,8,Furniture
1745,36.75,256.81,0.3,7,Office Supplies
7076,669.87,838.34,0.03,3,Furniture
3783,2523.7,895.49,0.7,3,Technology
6198,3554.18,149.39,0.21,6,Technology
3095,2501.06,960.06,0.22,6,Furniture
5635,4514.94,-105.18,0.66,5,Office Supplies
6128,2184.52,-252.52,0.59,8,Technology
8208,275.58,-277.07,0.18,1,Furniture
5263,826.14,200.7,0.09,8,Technology
8233,1789.04,563.54,0.39,8,Technology
3425,627.03,-359.63,0.69,3,Technology
9335,4114.63,344.87,0.53,4,Office Supplies
1067,2634.82,356.18,0.33,2,Technology
9161,3387.77,831.05,0.02,2,Furniture
7120,2955.79,926.83,0.67,3,Technology
2328,2306.56,561.56,0.38,5,Office Supplies
1095,1653.84,-434.23,0.5,8,Furniture
3118,1064.72,-426.98,0.51,6,Technology
2158,2740.31,403.44,0.07,5,Technology
4933,4825.6,798.27,0.07,4,Technology
7365,3899.67,-72.6,0.6,3,Technology
5891,2459.32,148.54,0.65,5,Office Supplies
3151,1801.63,-355.83,0.29,4,Furniture
8298,4428.21,214.66,0.45,7,Technology
7922,4056.86,420.8,0.35,7,Technology
1662,2571.57,959.91,0.54,3,Furniture
9638,3151.5,287.02,0.23,7,Technology
8825,1508.96,976.28,0.55,5,Technology
9570,2144.38,352.8,0.44,1,Office Supplies
2763,2558.15,119.53,0.37,10,Furniture
6823,1281.75,-377.35,0.4,2,Office Supplies
8583,905.97,-226.69,0.31,2,Furniture
5876,1576.59,586.14,0.61,8,Office Supplies
5342,1713.26,877.17,0.65,4,Technology
2281,3737.68,406.08,0.7,2,Furniture
9755,99.4,92.4,0.01,8,Furniture
7637,4345.21,948.71,0.48,8,Furniture
6910,3456.4,944.71,0.54,5,Technology
3049,684.22,-213.8,0.65,4,Technology
4428,2410.77,-282.27,0.19,9,Technology
2410,1511.58,195.14,0.38,1,Technology
3721,4513.05,608.17,0.36,8,Furniture
1321,4300.38,377.84,0.16,10,Furniture
1834,1675.91,-346.0,0.68,7,Furniture
9121,3688.02,393.76,0.44,5,Technology
8987,2004.41,270.03,0.58,8,Technology
1994,2646.26,133.01,0.25,2,Furniture
7834,4446.81,-324.59,0.5,6,Furniture
8147,113.83,-67.98,0.15,6,Furniture
4802,2543.1,381.49,0.55,10,Office Supplies
8675,664.48,-59.91,0.57,7,Office Supplies
6902,3981.9,699.63,0.68,10,Technology
5627,3456.58,-370.71,0.39,3,Technology
3561,3032.69,-348.64,0.33,8,Furniture
4845,1055.07,-429.43,0.01,5,Furniture
3598,881.83,789.19,0.4,2,Furniture
8055,578.71,-159.96,0.45,8,Furniture
6575,3926.58,654.06,0.62,9,Furniture
3476,4268.51,810.54,0.48,2,Office Supplies
1826,4633.89,156.74,0.37,2,Technology
2669,4119.82,-437.05,0.08,2,Technology
6925,793.59,-61.82,0.35,9,Furniture
2626,779.94,45.61,0.66,2,Technology
8194,4848.49,653.83,0.01,8,Furniture
5698,2530.06,-372.15,0.3,7,Furniture
5021,766.54,630.26,0.34,4,Technology
8025,2072.91,113.96,0.37,9,Office Supplies
6927,4719.26,163.87,0.62,9,Technology
2389,1698.14,102.48,0.62,7,Technology
7443,3798.37,490.26,0.51,10,Technology
9516,4863.58,128.96,0.71,9,Furniture
6139,4547.06,-488.15,0.22,9,Office Supplies
3406,3504.47,169.28,0.16,9,Office Supplies
8244,3490.38,831.51,0.63,7,Technology
5940,430.56,306.15,0.31,3,Office Supplies
9860,1426.8,-360.77,0.44,9,Furniture
3621,126.87,835.48,0.43,5,Technology
5979,3635.28,980.43,0.09,1,Furniture
5255,3138.68,31.71,0.04,2,Furniture
5881,2866.45,-492.18,0.27,4,Office Supplies
9737,4224.03,-149.24,0.24,10,Office Supplies
3293,3574.61,279.5,0.2,6,Office Supplies
4154,4115.99,41.9,0.08,7,Furniture
2342,470.32,137.33,0.1,4,Furniture
2279,1852.78,289.38,0.47,9,Furniture
5320,2925.68,454.69,0.8,8,Office Supplies
7830,4120.82,-283.48,0.1,8,Technology
9408,4317.73,-322.91,0.17,8,Technology
3569,4720.91,54.0,0.76,10,Furniture
2807,613.12,357.65,0.03,3,Technology
7086,1531.57,61.69,0.24,1,Technology
3328,3921.12,132.64,0.75,5,Furniture
4532,923.55,609.49,0.0,9,Furniture
2106,4353.43,126.36,0.46,10,Furniture
6534,3908.93,212.84,0.58,10,Technology
3269,2528.77,191.4,0.36,8,Technology
6328,455.68,437.16,0.5,7,Technology
7478,1701.6,-431.27,0.54,8,Office Supplies
5544,3233.12,798.93,0.57,10,Office Supplies
6060,2809.61,-314.33,0.45,4,Office Supplies
9877,2888.51,-420.69,0.46,4,Furniture
9235,4485.35,-319.58,0.75,3,Technology
5504,3935.92,-132.07,0.56,10,Furniture
2386,4036.54,410.28,0.32,1,Furniture
1381,1706.38,-229.24,0.02,9,Furniture
7258,1293.32,-328.03,0.08,3,Furniture
3359,921.52,652.46,0.12,7,Office Supplies
3772,303.98,941.69,0.15,1,Furniture
7388,502.73,-286.31,0.71,5,Furniture
2981,268.87,-140.57,0.48,4,Furniture
9333,3764.43,77.57,0.09,1,Furniture
8615,2770.07,-401.81,0.02,4,Technology
5409,2774.84,379.26,0.08,9,Office Supplies
3057,1530.02,110.12,0.07,9,Technology
3332,1872.79,977.96,0.63,9,Furniture
8401,218.54,718.97,0.77,10,Furniture
3742,12.71,900.26,0.39,10,Furniture
7228,4996.22,763.66,0.17,9,Furniture
1745,815.47,301.13,0.06,2,Furniture
3014,4154.19,587.61,0.8,7,Technology
9270,4787.51,-22.54,0.55,6,Office Supplies
5282,4898.41,561.63,0.22,6,Furniture
4450,2304.4,399.27,0.01,3,Office Supplies
1033,3047.85,-493.58,0.01,3,Furniture
9011,3814.7,307.2,0.63,2,Office Supplies
1507,4463.94,724.08,0.36,2,Furniture
7166,4139.06,36.95,0.14,1,Technology
8580,1858.7,-210.51,0.01,1,Furniture
6862,965.64,724.42,0.5,4,Technology
9090,4836.81,-444.81,0.39,10,Technology
1116,988.47,731.69,0.32,5,Office Supplies
9197,2475.12,327.68,0.53,10,Office Supplies
3875,336.15,-307.63,0.05,5,Office Supplies
4734,4406.21,593.35,0.22,1,Office Supplies
9731,3076.14,521.02,0.71,1,Furniture
1849,4270.76,-15.5,0.68,7,Furniture
2994,3404.07,199.88,0.29,1,Office Supplies
4678,244.35,877.59,0.43,6,Technology
7420,981.09,-377.29,0.46,1,Office Supplies
4696,4890.7,135.73,0.06,4,Technology
3694,1652.83,-405.73,0.5,1,Furniture
8077,4042.21,388.8,0.5,6,Furniture
5049,548.12,-142.46,0.27,1,Furniture
9514,3972.61,915.32,0.62,10,Furniture
2567,3130.49,368.4,0.07,1,Technology
7183,1573.26,771.54,0.05,3,Technology
8240,283.4,416.11,0.35,2,Office Supplies
1914,2800.7,-57.62,0.31,2,Office Supplies
7735,1173.23,399.36,0.53,1,Furniture
7290,2326.4,142.16,0.5,2,Furniture
1425,2275.84,-7.71,0.15,2,Technology
2106,2968.5,761.17,0.72,3,Office Supplies
9337,1288.87,131.51,0.58,8,Technology
4983,696.99,-433.89,0.1,10,Furniture
9407,4799.11,631.56,0.25,9,Technology
3415,2352.92,404.99,0.23,1,Office Supplies
3369,296.02,260.66,0.67,1,Furniture
6633,985.08,-199.44,0.73,2,Furniture
4102,3342.62,542.17,0.79,10,Office Supplies
6425,4261.52,349.15,0.27,5,Furniture
6384,819.78,181.45,0.63,1,Furniture
4594,4600.57,458.15,0.55,8,Office Supplies
4492,1202.71,601.88,0.76,6,Office Supplies
7158,1034.53,-223.63,0.79,6,Technology
2208,1795.85,332.04,0.11,8,Technology
6896,229.09,-455.47,0.16,3,Technology
5292,3597.0,9.73,0.44,3,Technology
1352,888.63,-107.32,0.08,3,Furniture
2818,1698.53,-184.64,0.36,6,Furniture
3807,4706.4,965.65,0.8,7,Office Supplies
2071,601.28,824.08,0.1,4,Technology
9725,1897.2,61.38,0.48,4,Technology
4098,4273.63,-58.73,0.12,4,Technology
5588,4365.53,777.25,0.77,8,Technology
2333,3925.48,686.5,0.49,3,Office Supplies
7358,3759.03,467.61,0.41,8,Office Supplies
8606,903.2,568.73,0.42,8,Office Supplies
9106,2374.05,371.78,0.51,10,Office Supplies
1599,1043.93,842.33,0.36,4,Furniture
4581,1536.94,833.06,0.46,6,Furniture
2388,680.31,-373.96,0.36,6,Technology
1674,2331.61,431.69,0.34,8,Furniture
7700,1843.88,246.31,0.22,1,Technology
8236,1176.61,468.03,0.29,2,Furniture
9220,2568.83,465.48,0.63,4,Technology
2942,366.03,-442.58,0.16,4,Office Supplies
6394,1257.62,617.82,0.61,5,Technology
3258,4992.04,628.58,0.59,5,Technology
5906,1416.41,19.95,0.8,7,Office Supplies
1194,2365.3,268.97,0.61,3,Furniture
4728,1142.36,623.71,0.38,9,Office Supplies
8679,3615.33,192.1,0.63,6,Technology
8025,3852.95,546.91,0.17,8,Office Supplies
1493,1879.75,366.26,0.1,1,Furniture
6810,1705.71,128.72,0.55,7,Office Supplies
9808,1505.19,380.43,0.45,1,Technology
3518,4886.44,991.39,0.45,10,Office Supplies
7404,4901.06,-193.69,0.31,9,Furniture
4085,2379.14,-6.74,0.77,5,Technology
3808,530.52,329.36,0.03,10,Furniture
1439,941.59,-395.76,0.77,5,Technology
4818,1462.62,286.59,0.36,6,Office Supplies
1180,867.41,789.56,0.33,3,Technology
3115,2686.9,217.38,0.06,4,Technology
4369,1555.69,726.84,0.53,3,Office Supplies
6084,2941.58,253.71,0.55,5,Technology
1121,4955.51,168.6,0.66,10,Technology
9615,1651.17,353.84,0.39,8,Office Supplies
1640,3689.08,-68.13,0.7,8,Furniture
5873,1961.54,735.14,0.68,7,Technology
3942,4500.82,599.87,0.37,3,Office Supplies
2565,1973.82,918.53,0.19,3,Furniture
9810,1466.53,874.44,0.56,4,Furniture
7738,4962.02,329.24,0.8,2,Technology
9264,3835.03,-10.98,0.36,5,Technology
9291,232.73,-459.92,0.51,8,Furniture
6630,3732.33,783.66,0.32,1,Furniture
2878,3548.41,-295.28,0.54,8,Furniture
8558,350.5,322.64,0.19,8,Technology
8713,4103.93,762.34,0.14,1,Office Supplies
2646,894.41,-313.77,0.59,3,Technology
1183,3390.14,-269.76,0.29,4,Office Supplies
1564,4464.51,298.45,0.35,1,Office Supplies
9566,3208.65,574.62,0.72,7,Office Supplies
6051,2225.49,397.31,0.04,7,Technology
5091,1879.48,-142.19,0.07,7,Technology
1238,1692.21,-211.77,0.54,4,Technology
3750,3622.82,-433.98,0.41,6,Furniture
4105,3127.12,901.49,0.32,7,Technology
4807,1076.76,34.86,0.14,7,Office Supplies
6181,69.79,-180.85,0.18,5,Office Supplies
7045,229.26,828.19,0.33,10,Furniture
2668,3565.53,686.89,0.74,10,Technology
5127,4795.58,399.8,0.79,7,Office Supplies
3177,1666.91,453.03,0.71,6,Office Supplies
8899,346.89,-473.53,0.73,8,Furniture
9372,3206.55,-151.36,0.47,1,Technology
1347,3085.58,845.17,0.25,7,Technology
2300,309.02,61.79,0.24,3,Furniture
4348,3213.77,-142.9,0.58,8,Office Supplies
6385,679.99,-23.69,0.63,1,Office Supplies
7797,3243.75,-67.32,0.02,6,Furniture
4969,1037.03,-418.89,0.73,4,Office Supplies
4644,3044.24,72.23,0.26,8,Office Supplies
1099,332.44,237.46,0.76,1,Office Supplies
3318,4691.99,-311.66,0.14,9,Technology
4871,2542.05,139.36,0.37,3,Office Supplies
4236,1232.18,-235.35,0.2,5,Office Supplies
8344,4838.95,-197.9,0.69,8,Technology
6891,1997.24,-248.35,0.35,9,Office Supplies
8101,3804.02,729.41,0.63,1,Furniture
8002,4271.67,638.29,0.74,10,Office Supplies
3503,2768.73,-236.45,0.3,5,Furniture
5640,1881.98,409.04,0.06,3,Office Supplies
8688,986.62,874.2,0.0,9,Office Supplies
7131,2462.35,888.54,0.75,6,Furniture
9020,1545.98,981.28,0.06,1,Technology
7304,4661.33,-256.46,0.61,5,Office Supplies
6711,2552.95,232.93,0.55,1,Office Supplies
7313,4633.33,603.5,0.19,1,Furniture
1462,3490.38,468.0,0.21,8,Office Supplies
3414,1278.9,403.22,0.76,3,Technology
2912,3857.15,466.6,0.73,7,Office Supplies
2316,2597.5,-216.77,0.34,7,Furniture
5951,2508.23,299.8,0.71,10,Furniture
7743,3764.79,886.48,0.7,2,Office Supplies
6642,4073.0,-96.47,0.17,7,Office Supplies
6047,42.04,-247.4,0.39,2,Technology
7845,2629.56,481.78,0.59,3,Technology
7138,940.14,-298.5,0.39,9,Technology
8383,2839.79,-181.14,0.16,3,Technology
5249,4914.91,807.42,0.35,10,Technology
3721,408.25,-371.44,0.1,2,Furniture
1486,2932.38,216.85,0.54,2,Technology
2000,1337.74,932.82,0.53,1,Technology
4458,2616.45,-489.11,0.48,5,Furniture
8753,3786.99,406.56,0.27,6,Furniture
4925,4705.55,497.62,0.3,1,Furniture
6410,4033.29,-495.37,0.7,7,Office Supplies
3275,138.15,-315.66,0.42,4,Furniture
8404,3095.57,488.31,0.38,7,Office Supplies
4079,25.61,457.11,0.75,6,Technology
6901,4368.44,954.4,0.59,8,Technology
8938,2006.82,418.89,0.07,7,Furniture
2645,3674.05,-59.21,0.16,3,Office Supplies
9267,168.41,246.89,0.07,9,Furniture
3753,4483.08,932.58,0.39,9,Technology
4987,1066.09,629.88,0.53,2,Technology
8125,4966.87,-456.17,0.74,6,Furniture
5593,1109.68,-113.56,0.38,2,Office Supplies
3224,4614.45,450.32,0.39,6,Technology
2059,3223.49,65.52,0.57,7,Office Supplies
8159,4044.15,-164.67,0.09,2,Technology
2460,1707.79,388.3,0.15,2,Office Supplies
7025,645.81,-29.94,0.3,1,Furniture
2013,2954.4,-215.21,0.31,7,Furniture
6980,3989.62,900.89,0.1,10,Office Supplies
4639,541.86,-486.22,0.68,6,Technology
5863,4187.71,249.75,0.36,10,Furniture
3389,3737.83,773.69,0.66,1,Office Supplies
6245,1551.37,985.5,0.1,10,Furniture
4534,2480.18,556.21,0.3,6,Technology
4450,4241.87,901.65,0.18,1,Technology
8987,3639.7,-51.35,0.65,3,Technology
9977,1967.51,133.66,0.38,6,Furniture
7407,368.4,590.13,0.23,4,Office Supplies
9978,1974.92,-303.65,0.6,10,Technology
5981,2293.09,-254.46,0.11,8,Furniture
3372,1056.73,706.54,0.16,1,Furniture
2670,3394.81,982.73,0.12,7,Office Supplies
3756,4630.67,-355.93,0.78,3,Technology
2922,4901.58,475.15,0.47,3,Office Supplies
7619,1232.56,-321.8,0.32,5,Office Supplies
3826,3267.46,63.06,0.55,2,Furniture
7260,1383.33,479.79,0.29,2,Technology
2353,619.04,462.11,0.73,4,Technology
8856,1375.89,618.04,0.64,3,Furniture
8932,4999.77,554.11,0.24,3,Technology
6328,326.86,863.32,0.64,3,Furniture
1323,1975.04,726.19,0.63,9,Furniture
2047,2599.32,377.08,0.57,2,Technology
2922,911.51,398.65,0.14,9,Furniture
6149,624.0,-306.78,0.16,3,Technology
5206,4258.74,-447.49,0.78,9,Furniture
6956,4831.72,-242.6,0.78,1,Technology
5925,240.37,918.69,0.72,5,Office Supplies
9750,2230.15,365.61,0.56,9,Furniture
9818,2557.85,531.9,0.53,1,Technology
1601,948.49,-50.44,0.67,3,Office Supplies
4539,2963.0,-83.91,0.58,7,Technology
5177,1310.77,474.65,0.13,8,Technology
5164,3385.86,910.3,0.11,4,Technology
5413,4976.84,545.2,0.15,6,Office Supplies
9379,3028.67,129.53,0.12,7,Furniture
1424,4820.45,-128.75,0.22,9,Technology
9984,2039.84,-5.96,0.07,6,Furniture
3397,4345.59,-161.35,0.01,7,Technology
7203,4759.4,674.1,0.1,9,Office Supplies
6022,2948.25,710.2,0.08,6,Office Supplies
5620,2762.2,411.2,0.72,3,Furniture
7382,911.56,709.13,0.54,9,Office Supplies
7597,2389.54,-308.64,0.01,9,Office Supplies
3547,3291.24,-285.99,0.45,5,Technology
7064,3540.44,-126.33,0.49,8,Technology
8191,4931.37,697.7,0.4,5,Furniture
9529,4708.97,822.08,0.65,5,Office Supplies
2424,4737.8,109.77,0.25,2,Office Supplies
2302,392.7,-139.94,0.07,10,Technology
2385,3719.61,331.24,0.39,1,Furniture
9334,4662.88,-295.36,0.4,9,Office Supplies
3042,2033.3,424.43,0.73,1,Office Supplies
7962,3515.93,624.5,0.2,9,Office Supplies
1693,3040.79,946.97,0.54,9,Technology
3864,384.86,759.11,0.41,1,Furniture
9118,1901.68,59.93,0.09,4,Office Supplies
2931,1457.42,224.69,0.21,1,Office Supplies
7449,1095.14,-42.77,0.75,9,Technology
8586,4463.54,772.53,0.05,1,Office Supplies
8542,1649.47,30.84,0.0,3,Furniture
6808,54.23,146.21,0.16,9,Office Supplies
3518,2059.49,869.66,0.01,5,Technology
8711,1982.84,-51.07,0.34,3,Office Supplies
5415,552.39,157.86,0.67,3,Technology
6795,3737.98,-491.28,0.71,4,Technology
4105,1431.65,-299.48,0.34,6,Technology
3626,3334.36,922.56,0.77,5,Technology
7899,2450.45,243.35,0.55,3,Furniture
7551,2514.27,885.34,0.67,7,Technology
2797,4788.82,689.07,0.1,6,Office Supplies
1223,3839.25,-145.24,0.54,6,Furniture
1131,2177.3,-65.8,0.39,7,Technology
3498,3648.95,-219.71,0.22,2,Furniture
5052,3334.99,143.74,0.38,2,Office Supplies
9230,3059.39,-217.0,0.68,3,Technology
2973,670.16,-442.45,0.79,3,Furniture
1289,3086.17,-363.6,0.04,7,Office Supplies
6020,3503.79,970.19,0.18,7,Furniture
2005,2554.22,465.81,0.24,5,Furniture
5596,4715.56,567.38,0.2,1,Technology
1669,12.67,490.65,0.26,5,Furniture
5590,4543.33,-348.86,0.15,8,Furniture
6476,1528.74,-354.67,0.01,9,Technology
6426,1809.24,715.05,0.59,10,Office Supplies
7088,1198.88,-86.08,0.47,2,Technology
3137,3151.5,402.75,0.03,4,Technology
8303,4628.25,-387.68,0.44,6,Furniture
8769,4948.33,-197.0,0.58,1,Technology
4140,2096.88,567.4,0.71,9,Furniture
6996,2247.93,575.99,0.73,2,Furniture
7864,2623.58,928.67,0.63,3,Office Supplies
5491,3486.56,-306.6,0.04,10,Technology
4116,3706.17,96.24,0.55,9,Technology
3711,2194.35,263.92,0.45,7,Furniture
5448,1042.55,-494.6,0.46,10,Office Supplies
1145,4396.98,685.97,0.36,9,Furniture
5971,4263.85,-55.45,0.21,2,Technology
4668,237.61,-142.67,0.03,3,Furniture
3178,1359.47,685.93,0.51,4,Technology
9758,589.76,472.97,0.51,6,Furniture
2363,4732.67,825.98,0.21,3,Furniture
5831,1629.93,-414.1,0.65,6,Technology
5582,891.91,957.41,0.43,10,Technology
7258,4728.82,-113.98,0.5,10,Office Supplies
4377,4086.07,-169.04,0.22,10,Office Supplies
7479,786.65,-152.42,0.58,6,Technology
8848,477.52,-227.73,0.15,3,Technology
9036,4717.34,-229.39,0.23,5,Technology
3911,4089.32,531.05,0.15,3,Technology
7986,1233.82,863.7,0.78,2,Office Supplies
9630,695.08,625.67,0.01,2,Furniture
7291,113.37,739.84,0.61,1,Technology
5068,3852.89,-98.52,0.75,10,Technology
1153,4788.51,-340.49,0.59,6,Office Supplies
2392,1019.58,220.64,0.45,8,Technology
6036,1665.46,-268.23,0.04,5,Office Supplies
9906,624.15,737.39,0.08,5,Technology
9381,4433.42,122.93,0.0,4,Technology
4713,2141.41,-278.94,0.52,4,Office Supplies
7303,3436.96,572.28,0.72,8,Technology
2804,1130.37,934.7,0.23,2,Office Supplies
6467,600.57,884.98,0.74,1,Office Supplies
3475,898.56,295.72,0.48,7,Technology
5940,3127.54,-69.49,0.7,5,Furniture
7047,4665.08,716.08,0.57,2,Technology
3435,3891.14,-280.12,0.12,8,Office Supplies
8838,4075.1,-330.25,0.34,5,Technology
2481,1622.04,-308.7,0.61,6,Furniture
9097,2124.92,540.13,0.33,6,Technology
5028,1922.09,324.01,0.43,8,Office Supplies
9785,4108.81,76.94,0.46,7,Office Supplies
4593,3518.44,-147.21,0.0,1,Furniture
8764,4788.5,881.36,0.05,6,Furniture
3283,1480.54,-283.79,0.68,7,Technology
4452,4140.83,-416.2,0.11,3,Furniture
1431,3483.65,137.06,0.04,2,Office Supplies
2208,2389.36,390.89,0.13,3,Furniture
3314,404.18,-384.4,0.46,7,Technology
3988,2354.13,-289.83,0.42,5,Furniture
7742,3615.56,165.96,0.52,1,Furniture
2822,787.88,821.74,0.03,3,Office Supplies
3627,64.23,749.02,0.54,8,Office Supplies
5227,4596.56,252.81,0.57,7,Technology
5453,4865.88,282.25,0.78,3,Office Supplies
4471,2008.01,-416.0,0.31,9,Office Supplies
2264,4084.63,202.65,0.25,7,Furniture
3700,282.81,57.22,0.34,5,Technology
2710,398.26,404.79,0.68,1,Technology
5623,822.17,-340.3,0.17,1,Furniture
4075,2762.94,457.58,0.03,5,Technology
1735,2823.06,685.34,0.04,6,Technology
6056,52.31,34.97,0.23,7,Office Supplies
4192,1579.22,85.96,0.28,3,Office Supplies
2595,1663.28,844.77,0.4,9,Technology
1388,2940.01,73.17,0.47,1,Furniture
3641,766.17,194.66,0.71,2,Office Supplies
4794,4423.17,711.21,0.52,3,Office Supplies
9459,4961.47,413.11,0.42,6,Furniture
3149,1701.71,40.47,0.68,7,Technology
7350,1203.16,995.51,0.49,3,Office Supplies
9151,496.06,-477.59,0.61,5,Office Supplies
2428,2499.57,182.21,0.14,5,Technology
2116,1407.79,44.99,0.07,3,Office Supplies
8548,1297.14,209.89,0.2,8,Office Supplies
3301,4699.75,957.52,0.39,6,Furniture
7568,2051.08,429.53,0.54,8,Furniture
9396,4225.73,928.07,0.3,7,Office Supplies
8374,1321.51,813.3,0.55,10,Office Supplies
1934,3707.8,-132.77,0.66,1,Technology
2725,1460.4,-262.69,0.32,2,Technology
7360,4372.05,503.73,0.28,8,Office Supplies
9767,4501.63,197.28,0.07,2,Furniture
8096,1005.36,-6.92,0.25,10,Furniture
4483,3514.43,214.33,0.22,1,Office Supplies
3551,4743.18,-281.73,0.17,10,Technology
7230,321.38,712.8,0.63,8,Technology
1886,1065.35,-465.59,0.61,7,Furniture
5129,3182.08,-374.61,0.06,7,Technology
5887,4370.14,177.13,0.34,4,Office Supplies
5250,928.55,-419.39,0.72,7,Furniture
5864,831.02,23.91,0.34,8,Office Supplies
3632,4828.29,155.18,0.73,10,Furniture
1162,2808.93,840.67,0.16,10,Office Supplies
3369,1625.43,979.55,0.75,6,Technology
3465,4483.54,900.73,0.4,6,Technology
7658,1321.39,583.43,0.79,3,Office Supplies
8361,3198.19,367.57,0.03,4,Furniture
9947,3874.18,401.42,0.17,4,Technology
1235,1857.58,45.69,0.24,5,Office Supplies
3043,3499.59,473.37,0.36,7,Furniture
6770,4142.65,138.77,0.78,6,Technology
3880,2299.53,59.68,0.44,3,Office Supplies
8141,1914.0,767.64,0.55,7,Office Supplies
5640,3513.44,906.85,0.72,2,Technology
2700,457.29,-475.36,0.75,2,Furniture
9924,507.51,166.16,0.46,1,Office Supplies
5749,4260.01,-182.19,0.62,9,Furniture
2875,985.85,204.36,0.1,8,Furniture
7484,47.95,61.97,0.18,5,Furniture
5333,1543.91,854.01,0.73,4,Technology
7792,173.05,-460.63,0.63,9,Office Supplies
6201,1682.1,938.74,0.79,4,Office Supplies
7412,971.38,466.65,0.66,10,Furniture
3111,4697.56,85.62,0.58,7,Furniture
9475,800.63,-153.55,0.57,3,Office Supplies
2939,3160.89,676.42,0.67,5,Office Supplies
3605,4744.01,-194.36,0.07,7,Technology
3507,148.81,561.36,0.74,2,Office Supplies
7265,136.2,601.25,0.79,6,Technology
4927,3266.09,-167.37,0.16,4,Office Supplies
7194,3854.25,488.89,0.22,3,Office Supplies
1379,3195.55,369.03,0.08,8,Office Supplies
3010,544.31,-76.31,0.72,2,Technology
9097,4224.67,869.08,0.17,2,Furniture
1359,2074.59,229.78,0.5,4,Office Supplies
7879,1882.52,-29.62,0.73,3,Technology
5894,60.6,-231.98,0.45,10,Technology
2920,4879.82,990.61,0.39,10,Office Supplies
9953,35.02,282.62,0.2,2,Technology
1484,2684.41,276.99,0.61,4,Furniture
2880,4493.88,-455.75,0.11,2,Office Supplies
3073,1345.28,222.36,0.76,6,Office Supplies
5822,2340.55,713.52,0.35,7,Technology
5097,873.07,530.59,0.71,5,Furniture
2685,2922.4,649.67,0.25,4,Office Supplies
8992,2173.02,169.24,0.48,5,Furniture
2762,3040.41,143.97,0.45,6,Office Supplies
2052,2252.52,834.17,0.77,5,Office Supplies
7714,1474.43,740.03,0.52,9,Furniture
7525,159.4,-230.14,0.26,3,Furniture
5019,372.48,485.43,0.3,6,Technology
1157,1599.76,-483.65,0.26,8,Office Supplies
6268,4494.73,342.46,0.31,10,Technology
9638,1095.14,341.44,0.57,2,Office Supplies
7909,3413.84,152.81,0.65,4,Technology
1813,4015.6,247.98,0.79,7,Technology
3033,2269.4,402.15,0.47,4,Office Supplies
1348,1432.33,465.5,0.68,1,Furniture
5659,663.98,950.28,0.03,9,Office Supplies
1640,1693.58,-475.59,0.38,7,Office Supplies
5931,1380.62,630.54,0.32,9,Furniture
9090,3065.48,89.99,0.56,8,Furniture
2989,4216.95,906.56,0.08,4,Technology
1170,702.28,990.31,0.69,7,Technology
3788,449.2,586.16,0.65,9,Technology
1860,1305.84,677.42,0.09,5,Technology
5320,1653.35,419.13,0.65,5,Office Supplies
3790,4625.04,375.18,0.1,6,Technology
7771,3188.15,502.35,0.42,4,Office Supplies
8830,3309.73,964.52,0.26,8,Technology
2504,1326.42,-55.65,0.07,9,Technology
4373,3477.88,-387.28,0.4,4,Technology
4541,2346.07,77.59,0.39,6,Technology
9644,2574.5,-29.96,0.76,8,Office Supplies
3523,4240.56,-341.51,0.1,6,Furniture
8412,4340.62,270.2,0.62,4,Technology
5552,2121.24,529.4,0.76,10,Office Supplies
2672,744.98,814.29,0.6,4,Technology
8550,943.28,-457.12,0.53,8,Furniture
5351,600.45,325.46,0.28,4,Technology
7503,2515.93,261.89,0.04,5,Furniture
2602,255.18,73.78,0.74,4,Furniture
4103,2019.43,391.07,0.42,8,Office Supplies
8103,554.83,-425.19,0.2,2,Technology
2887,275.16,-446.47,0.21,2,Office Supplies
2655,1384.54,823.9,0.56,7,Furniture
7437,515.51,600.89,0.7,5,Furniture
4370,863.44,-194.64,0.51,10,Furniture
1050,480.27,254.86,0.56,8,Office Supplies
6002,4264.29,531.9,0.14,2,Technology
4069,1667.46,182.82,0.77,8,Furniture
6473,113.93,961.56,0.71,3,Office Supplies
1159,2974.09,954.31,0.47,8,Technology
