order_id,item,price,notes,status,event_time,sale_date
2219,mango,8.0,Ullamco sit adipiscing irure laboris nostrud commodo nostrud aliqua irure adipiscing aliquip dolore in.,delivered,2025-02-21,2025-10-01
1088,APPLE,100.0,Ut tempor ea ea aliqua et ipsum irure ullamco.,packed,2026-05-15,2025-10-18
2380,apple,N/A,Aliquip et ea ut commodo commodo laboris magna incididunt ipsum.,delivered,2025-10-17,2026-01-21
1785,apple,N/A,Tempor exercitation ipsum ut ut dolor lorem quis amet adipiscing voluptate et ex.,delivered,2025-10-09,2025-05-09
1000,apple,N/A,Minim minim ad exercitation aute consectetur tempor enim voluptate ex.,delivered,2025-03-11,2026-03-12
1045,APPLE,8.0,Incididunt do consequat nostrud ex aliquip et ex.,packed,2025-07-29,2026-02-22
1221,Banana,N/A,Ut irure labore voluptate ipsum eiusmod veniam amet labore consequat lorem.,packed,2026-01-04,2025-10-13
2536,banana,5.5,Tempor exercitation aliqua ullamco aute nisi tempor ea magna.,ordered,2026-04-27,2026-05-11
2836,orange,45.0,Tempor veniam ex ullamco veniam reprehenderit aliquip aute ut veniam amet sit tempor.,ordered,2025-08-20,2025-12-01
2274,ORANGE,22.99,Dolore tempor aliqua laboris exercitation dolor ut nostrud nisi veniam ut ad quis.,ordered,2025-12-02,2025-12-15
2204,banana,100.0,Laboris amet exercitation aliquip nisi dolor nisi enim et nisi dolore nisi et sit.,ordered,2026-03-09,2025-03-05
1465,APPLE,22.99,Aliqua eiusmod reprehenderit ullamco amet quis labore nostrud dolore.,ordered,2025-02-20,2025-01-26
2216,APPLE,error,Consectetur minim quis elit incididunt dolore dolore aute ea aliquip veniam aliqua ad dolor.,delivered,2025-09-26,2025-06-15
1029,banana,100.0,Aute ad ut veniam ipsum ut in ea reprehenderit sed ad.,ordered,2026-03-12,2025-05-14
1496,Mango,error,Magna dolore consectetur ullamco ea labore incididunt amet ullamco nostrud labore dolor lorem in.,delivered,2025-06-14,2025-07-11
1242,ORANGE,45.0,Elit ex ut reprehenderit enim laboris ut consectetur ut dolor.,ordered,2025-04-17,2025-03-22
1362,banana,8.0,Dolore reprehenderit ad reprehenderit minim minim dolore dolor.,ordered,2025-04-21,2026-05-01
2205,apple,22.99,Ut voluptate consectetur aute elit nostrud in ut ea lorem commodo.,delivered,2025-05-19,2026-02-23
2623,banana,45.0,Commodo sit aliquip dolor dolor minim do ex enim do labore nostrud dolore.,ordered,2026-04-18,2025-12-25
2994,ORANGE,100.0,In elit consectetur laboris nisi eiusmod ut eiusmod commodo voluptate.,shipped,2025-02-18,2025-02-02
2384,mango,error,Laboris incididunt enim aliquip aute duis sit adipiscing sed in.,delivered,2025-10-20,2026-05-19
2397,APPLE,8.0,Aliqua ea ex eiusmod incididunt ullamco aliquip ad ipsum aute veniam.,delivered,2025-06-23,2025-03-16
2838,Apple,100.0,Lorem veniam commodo dolor ea reprehenderit consequat eiusmod ut sed dolore voluptate voluptate.,shipped,2026-05-31,2025-05-29
1546,APPLE,N/A,Duis aute lorem duis aute ea aliquip minim ut magna.,delivered,2025-10-21,2025-03-10
2725,mango,100.0,Tempor eiusmod laboris et tempor dolor minim consequat aute.,ordered,2026-05-02,2025-08-11
1922,apple,8.0,Ullamco ullamco dolor aliquip ut ullamco consectetur veniam.,shipped,2026-01-31,2026-03-12
2200,apple,45.0,Nisi dolor voluptate ut quis consectetur enim tempor ut consectetur dolore ipsum sit aliquip.,delivered,2025-09-16,2025-06-29
1548,ORANGE,N/A,Veniam do ut minim eiusmod commodo adipiscing amet ullamco veniam ipsum dolor adipiscing aute.,packed,2025-06-26,2025-02-20
2457,APPLE,N/A,Adipiscing ipsum consectetur elit elit lorem dolor minim ut.,delivered,2025-04-28,2025-02-16
2863,Orange,5.5,Dolore lorem sit incididunt dolore commodo incididunt dolor eiusmod veniam dolor ullamco ullamco.,ordered,2025-02-18,2026-05-10
1565,mango,45.0,Ut magna voluptate ut nisi amet lorem aliquip voluptate.,delivered,2026-02-18,2025-07-06
1007,Mango,error,In nostrud aliqua sit lorem nisi aliqua reprehenderit laboris aliqua.,ordered,2025-03-17,2025-01-14
2853,mango,100.0,Aute ut ut irure in voluptate lorem ut ut magna.,shipped,2026-04-26,2025-02-12
2070,APPLE,12.5,Ea ex aliqua veniam incididunt adipiscing minim quis exercitation adipiscing.,delivered,2025-01-16,2025-08-28
2105,mango,8.0,Minim nisi ullamco ea sit ipsum commodo aliqua et duis quis.,delivered,2025-01-24,2025-08-31
1259,Orange,8.0,Aliqua ut voluptate ut reprehenderit minim quis aute dolore.,shipped,2025-03-22,2025-01-06
2558,APPLE,100.0,In ea et ad reprehenderit consectetur enim incididunt sit.,packed,2026-05-15,2025-10-31
1788,APPLE,45.0,Sit veniam commodo ullamco adipiscing sit ut magna consectetur tempor adipiscing nostrud enim minim.,ordered,2026-04-06,2025-02-24
2661,banana,100.0,Dolor amet veniam nisi dolore consequat ipsum aliqua ad lorem.,packed,2025-05-10,2026-01-11
2017,Orange,12.5,Dolor ullamco do ut labore tempor dolor elit consequat tempor aute voluptate ad.,shipped,2025-10-14,2025-01-06
1119,orange,5.5,Laboris dolor minim adipiscing tempor ut sit voluptate sit in veniam in.,shipped,2025-01-07,2026-05-09
1134,Orange,100.0,Ullamco ex dolor amet et lorem elit ut commodo voluptate laboris ut.,delivered,2025-03-24,2025-02-14
2523,Mango,N/A,Aute aliqua consequat consectetur ipsum ut commodo nostrud nisi lorem enim irure consequat laboris.,shipped,2025-12-02,2025-10-28
1464,ORANGE,5.5,Nostrud quis aute magna consectetur tempor reprehenderit ex magna aliquip reprehenderit.,packed,2026-05-01,2025-07-27
2648,banana,8.0,Irure aliquip sit tempor ipsum et quis exercitation do.,packed,2025-03-12,2026-04-25
2827,banana,N/A,Ea et tempor ex consequat labore dolor aliqua dolor aute voluptate aliqua ex ut.,packed,2025-09-15,2025-11-03
2906,apple,N/A,Ut elit commodo dolore voluptate dolor reprehenderit incididunt dolor veniam labore dolor.,delivered,2025-10-11,2025-02-21
1805,Mango,5.5,Labore sit reprehenderit adipiscing quis aliquip lorem ipsum in irure ut ipsum.,shipped,2025-01-29,2025-04-15
2821,Banana,8.0,Voluptate ut ad dolore nostrud nisi adipiscing commodo.,delivered,2026-02-03,2025-02-25
2406,ORANGE,45.0,Ipsum ut et eiusmod consequat in ut sit elit lorem sit consectetur aliqua.,shipped,2026-01-01,2025-03-02
1021,ORANGE,22.99,Commodo dolor sit amet do ut elit aute reprehenderit laboris nisi tempor ullamco exercitation.,ordered,2026-03-25,2025-10-17
1089,Apple,8.0,Ut sed consectetur nostrud dolor et aliquip laboris ullamco dolor laboris consequat dolor voluptate.,shipped,2025-08-10,2025-11-08
2582,Orange,N/A,Irure consectetur tempor consectetur ipsum do ipsum exercitation reprehenderit incididunt sit incididunt exercitation.,ordered,2025-08-15,2025-12-11
2803,APPLE,45.0,Et ex eiusmod dolore quis adipiscing et sit dolor reprehenderit quis quis.,ordered,2026-02-12,2026-03-15
2931,apple,12.5,Veniam ut enim ipsum nisi eiusmod enim tempor.,packed,2025-08-12,2025-07-18
2167,banana,error,Ut voluptate aute lorem dolore ut ex duis labore lorem adipiscing labore.,ordered,2025-03-16,2026-05-21
1435,mango,100.0,Consectetur dolore incididunt ut eiusmod nostrud exercitation laboris quis ea.,packed,2025-08-15,2025-11-12
1677,orange,8.0,Aliquip ipsum ipsum irure aliqua nisi et lorem.,delivered,2025-09-17,2025-09-06
1028,ORANGE,8.0,Dolore ut commodo exercitation lorem irure labore reprehenderit.,delivered,2025-12-09,2026-04-07
1662,APPLE,45.0,Elit aliquip ea ut dolore do duis aliqua.,packed,2025-01-09,2025-05-25
1937,Mango,100.0,Sed tempor voluptate irure nisi consectetur dolor amet commodo duis do ex.,ordered,2025-07-05,2025-07-13
1883,ORANGE,8.0,Commodo aliquip elit et dolor ea minim dolor aliquip nisi quis aliqua ea.,delivered,2025-08-05,2026-01-16
1680,apple,8.0,Nostrud ut ex nisi enim ut amet veniam ipsum dolor voluptate labore eiusmod.,packed,2025-03-10,2026-01-20
2246,ORANGE,5.5,Commodo tempor reprehenderit ut dolor amet minim elit ex.,packed,2025-01-02,2025-02-25
1363,apple,N/A,Incididunt consectetur dolor voluptate consectetur in dolor sit tempor voluptate laboris aliquip.,ordered,2025-03-09,2026-03-08
2994,Mango,N/A,Lorem consectetur exercitation lorem ipsum sed dolor in nisi do consectetur ut ad.,packed,2025-04-16,2025-09-07
1763,Banana,12.5,Ex ad magna irure magna magna lorem voluptate dolor ut nostrud in aliqua ut.,delivered,2025-04-09,2025-08-18
1270,orange,12.5,Adipiscing nostrud magna aute nisi aliquip enim dolore exercitation aute adipiscing ex minim.,ordered,2025-01-30,2025-09-27
1507,apple,error,Exercitation dolore adipiscing sit aute in aliqua lorem.,ordered,2026-01-11,2026-02-20
2141,Mango,22.99,Reprehenderit dolore reprehenderit aute ipsum eiusmod dolore adipiscing quis commodo et dolor quis ea.,shipped,2025-11-04,2025-02-07
1903,mango,22.99,Nisi exercitation sed do magna lorem ullamco dolore ut.,packed,2025-06-22,2026-01-30
1275,mango,8.0,Incididunt adipiscing do magna consectetur consequat labore laboris.,shipped,2025-09-30,2025-06-04
1207,apple,12.5,Aliquip in nostrud nisi amet exercitation magna ullamco aliquip dolor ut laboris.,delivered,2025-09-27,2025-08-14
1411,apple,100.0,Eiusmod consectetur reprehenderit voluptate in reprehenderit sed et dolor minim do tempor sed consequat.,packed,2025-03-21,2025-03-22
2446,Mango,5.5,Ipsum voluptate tempor aute ea dolore nisi nisi ad commodo magna.,shipped,2025-12-10,2025-07-24
1738,Banana,22.99,Quis voluptate tempor dolore aliquip ea dolore commodo aliqua irure.,packed,2025-03-22,2025-07-01
1702,banana,100.0,Veniam dolor quis dolor in dolor ut sit.,shipped,2025-07-09,2026-02-13
2220,ORANGE,100.0,In quis magna duis elit duis eiusmod ut voluptate consectetur et ut voluptate tempor.,delivered,2025-05-06,2025-10-20
1107,banana,N/A,Commodo adipiscing magna consectetur ea irure do commodo ut.,delivered,2025-08-14,2026-04-14
1462,orange,12.5,Minim nisi consectetur in consequat dolor adipiscing consectetur.,shipped,2026-04-03,2025-04-05
2876,apple,error,Adipiscing et reprehenderit incididunt irure aliqua irure commodo tempor duis.,delivered,2025-02-19,2025-04-26
2018,Banana,45.0,Ullamco consequat ipsum minim commodo aute consequat do ut ut quis magna ut sed.,delivered,2025-01-04,2025-04-25
1570,Orange,12.5,Ullamco et adipiscing aliqua veniam ipsum in ut minim voluptate ipsum dolor enim nisi.,packed,2025-03-09,2025-11-13
1381,Mango,5.5,Duis sed aliqua nostrud do quis commodo ea do magna commodo nisi ad.,packed,2025-02-05,2025-07-23
1249,Banana,22.99,Labore ut minim dolore irure ipsum ullamco quis ullamco enim eiusmod consectetur.,shipped,2025-12-27,2025-08-07
2862,Banana,45.0,Adipiscing nisi consequat do exercitation irure nostrud elit incididunt.,delivered,2025-08-16,2025-12-29
1461,ORANGE,N/A,Aliqua ad reprehenderit enim sit dolor reprehenderit ipsum sed exercitation ea.,ordered,2025-06-12,2025-07-24
1780,Orange,8.0,Ad adipiscing amet ullamco in voluptate do reprehenderit.,packed,2025-04-02,2026-05-20
2364,mango,error,Duis ea enim ut ex consectetur do reprehenderit do nisi adipiscing in.,ordered,2025-04-19,2025-10-27
1519,ORANGE,100.0,Voluptate duis quis ut laboris nisi duis elit reprehenderit magna dolore consequat.,shipped,2025-08-05,2026-01-16
2343,Orange,22.99,Consequat ullamco aliquip aute eiusmod duis amet dolor magna.,delivered,2025-10-10,2025-04-18
2695,Banana,12.5,Laboris do quis ut consectetur quis adipiscing irure sit ea elit.,ordered,2025-10-21,2026-02-13
1469,APPLE,5.5,Et dolor aliquip commodo ipsum ut quis commodo in laboris et aliqua ut.,ordered,2025-03-21,2025-12-17
1675,mango,error,Quis laboris quis dolore voluptate nostrud ut ad.,packed,2025-03-03,2026-05-04
2645,Orange,45.0,Eiusmod aliqua adipiscing lorem exercitation laboris amet aliquip.,ordered,2025-06-03,2025-11-11
1150,Banana,N/A,Ut irure exercitation ut quis ut ipsum reprehenderit enim sit aliqua irure do commodo.,packed,2025-05-16,2026-03-25
2335,mango,12.5,Reprehenderit nisi reprehenderit minim enim veniam et duis in in nisi.,shipped,2025-07-27,2025-04-29
2234,orange,22.99,Ut ipsum minim aliquip quis labore eiusmod adipiscing adipiscing nostrud.,shipped,2025-01-25,2025-12-24
1995,mango,error,Quis ut dolor enim ut lorem aliqua quis magna ut.,delivered,2026-05-24,2026-02-15
1609,APPLE,5.5,Ut ut in aliqua sed irure aliqua voluptate tempor labore lorem eiusmod.,shipped,2025-08-14,2026-04-27
1407,Orange,22.99,Quis exercitation reprehenderit aliqua amet ullamco ullamco consectetur nisi do.,packed,2025-02-20,2026-01-15
2215,Apple,12.5,Et amet minim ut nisi aliqua eiusmod sit ut.,shipped,2025-12-10,2026-02-07
1714,banana,22.99,Aliqua incididunt labore tempor irure dolor ex ut tempor sit irure exercitation magna.,packed,2025-09-06,2025-09-22
1564,APPLE,5.5,Do aute aute tempor minim nisi laboris quis adipiscing dolor.,shipped,2026-05-28,2026-03-07
1262,APPLE,5.5,In voluptate laboris minim ea minim duis tempor eiusmod amet lorem irure quis.,packed,2025-03-04,2025-06-27
1235,Apple,12.5,Labore irure minim sed ullamco ea et enim nostrud duis consectetur.,packed,2025-01-11,2025-02-13
1618,banana,22.99,Ut dolor adipiscing exercitation quis consequat adipiscing aliquip et consectetur amet aliquip ut duis.,shipped,2026-02-06,2025-07-14
1677,APPLE,100.0,Nisi enim lorem in reprehenderit sit quis do dolor ut veniam sed nisi.,delivered,2026-02-02,2025-08-15
1173,orange,N/A,Veniam dolor sed irure sed magna in aliquip ipsum eiusmod ut incididunt.,shipped,2026-02-21,2025-08-01
2343,orange,12.5,Do ut quis ad nisi commodo magna consequat consequat ipsum.,shipped,2025-05-25,2025-10-15
1781,APPLE,12.5,Irure laboris ullamco reprehenderit aliqua incididunt enim sed ipsum.,packed,2025-11-23,2025-03-01
1317,Banana,100.0,Elit consequat exercitation incididunt dolore elit ex aliquip.,packed,2025-07-23,2025-07-25
1273,apple,45.0,Commodo lorem lorem labore quis amet sed lorem lorem sed magna aliqua.,ordered,2026-03-15,2026-04-13
1747,Orange,5.5,Aliqua ea exercitation labore commodo eiusmod ex elit ullamco do sit irure dolor aliquip.,shipped,2026-05-15,2025-06-24
1481,Orange,N/A,Ut in consectetur consectetur incididunt dolor reprehenderit nostrud aliquip voluptate.,ordered,2025-04-04,2026-04-11
2469,ORANGE,45.0,Commodo incididunt aute dolor consequat aliquip dolor tempor aute ut ea amet dolor.,delivered,2025-11-25,2025-09-24
1847,orange,45.0,Dolor et veniam veniam dolor adipiscing nisi ullamco labore aute.,ordered,2025-07-04,2025-06-09
1648,APPLE,12.5,Reprehenderit ea labore dolore minim ut dolor aliquip adipiscing eiusmod eiusmod sed quis in.,packed,2025-04-13,2025-05-14
1173,orange,12.5,Minim reprehenderit ipsum nisi voluptate veniam commodo aliquip.,ordered,2025-03-17,2026-04-11
2751,Orange,5.5,Nisi commodo in nostrud et nostrud exercitation eiusmod et nostrud.,ordered,2026-05-21,2025-04-15
1353,ORANGE,45.0,In ex eiusmod veniam elit lorem duis adipiscing amet elit nisi.,shipped,2026-01-27,2025-07-16
2861,Banana,12.5,Veniam sed reprehenderit incididunt ut irure lorem ad minim ad quis labore tempor.,ordered,2025-06-20,2025-01-11
2761,Mango,22.99,Ad et exercitation aute sed nisi ad exercitation irure magna ullamco sed in nostrud.,shipped,2026-03-01,2025-08-27
1548,ORANGE,5.5,Enim commodo adipiscing et adipiscing magna irure et sit commodo consectetur.,shipped,2025-06-11,2025-06-04
2213,banana,8.0,Ut aute dolor magna ipsum nostrud ut laboris.,delivered,2025-08-27,2026-03-23
1500,Apple,45.0,Magna consequat aliquip laboris reprehenderit ipsum dolore labore tempor minim ullamco veniam amet.,packed,2025-04-20,2025-08-17
2340,apple,12.5,Tempor minim duis ut adipiscing consequat sit duis.,ordered,2025-06-27,2025-03-20
1762,banana,8.0,Dolore adipiscing aliqua magna ad magna irure amet nostrud minim tempor veniam dolore.,shipped,2025-05-17,2025-01-01
1087,mango,45.0,Dolor dolor ad ullamco enim consequat minim ea reprehenderit ullamco incididunt aute.,shipped,2025-05-02,2026-03-22
2483,ORANGE,N/A,Laboris amet adipiscing dolor commodo elit sed lorem nisi ipsum.,packed,2025-09-17,2025-08-11
2629,orange,error,Enim ad aute ea ut amet enim exercitation adipiscing ex nostrud nostrud exercitation.,ordered,2025-06-14,2025-07-23
1227,apple,12.5,Do aliqua magna aliquip ex ut dolor labore.,packed,2025-06-15,2025-12-11
1396,apple,22.99,Aute lorem ullamco labore elit eiusmod minim eiusmod ut.,shipped,2025-06-15,2026-03-04
2725,APPLE,45.0,Ea ex dolor ut minim aliqua consequat ex in duis elit veniam irure.,delivered,2025-07-28,2025-08-08
2668,Apple,22.99,Sit labore amet ullamco veniam commodo consequat magna magna amet aliqua ut ea.,ordered,2025-03-18,2025-07-14
1317,apple,45.0,Irure ut adipiscing laboris duis aliquip do irure ut.,ordered,2026-05-04,2025-11-30
2450,Orange,22.99,Ad amet ipsum ex aliquip consequat elit ullamco in minim duis.,shipped,2025-09-11,2025-03-18
2272,ORANGE,5.5,Ut magna ut ad amet reprehenderit aliqua duis ullamco veniam incididunt laboris.,packed,2025-01-18,2025-06-04
2436,mango,22.99,Nisi consequat minim ex exercitation et consequat consectetur ut ut.,packed,2025-12-18,2025-11-30
1457,APPLE,error,Aliqua ullamco ex aliquip irure quis exercitation ut exercitation adipiscing exercitation aliqua voluptate.,shipped,2025-03-06,2026-03-25
2175,APPLE,22.99,Lorem lorem ea ut nisi ad quis nisi duis incididunt tempor.,packed,2026-06-01,2025-11-06
1230,mango,5.5,Incididunt ut in labore magna nostrud commodo amet dolore.,ordered,2025-09-29,2025-10-24
1647,Orange,45.0,Ullamco commodo aute labore elit consequat voluptate elit adipiscing ut magna incididunt nostrud.,ordered,2025-01-19,2025-07-03
1554,apple,error,Minim ea lorem aute quis sed laboris ipsum enim laboris.,packed,2026-05-01,2025-09-26
2706,orange,100.0,Voluptate eiusmod adipiscing reprehenderit ea dolor dolor do nisi ut ex.,delivered,2025-04-15,2025-12-31
2321,Banana,12.5,Dolore amet tempor quis consequat voluptate laboris irure incididunt ut.,ordered,2026-05-30,2026-05-07
2871,Orange,8.0,Enim magna ullamco ipsum amet ex aliqua irure consectetur do dolor ut.,shipped,2025-05-15,2025-02-14
1805,Apple,error,Labore aliqua irure magna dolor elit in dolore ea consectetur ut labore nostrud.,delivered,2025-05-21,2025-11-19
2909,mango,45.0,In elit exercitation labore do ullamco laboris aliqua ipsum.,delivered,2025-11-11,2026-05-07
2844,mango,error,Incididunt ea dolore do aliqua elit duis consequat minim ut ad sit.,packed,2025-10-22,2025-12-08
2492,Mango,N/A,Elit consequat irure dolor aliquip dolore laboris in.,ordered,2026-04-29,2025-08-31
2890,ORANGE,5.5,Adipiscing ea veniam veniam eiusmod labore ut nisi veniam elit nostrud.,shipped,2025-06-24,2025-12-21
1286,Mango,8.0,Amet ad ad exercitation ut dolor dolor minim ullamco et nostrud.,shipped,2026-04-04,2026-04-11
1629,banana,5.5,Ex ullamco et adipiscing aliqua minim aliquip aliquip amet.,delivered,2025-05-02,2025-12-31
2189,banana,5.5,Tempor duis nostrud ipsum do ad ipsum sed minim.,delivered,2025-03-27,2025-03-12
2409,Banana,N/A,Ullamco dolor voluptate aliqua ipsum enim veniam elit dolor dolor commodo enim enim lorem.,delivered,2025-07-08,2025-11-20
2401,orange,100.0,Consectetur nisi magna consequat do labore do commodo ea.,ordered,2025-04-14,2025-04-20
1729,mango,5.5,Incididunt aute ad aliquip ut dolore adipiscing commodo nostrud.,ordered,2025-11-14,2025-08-18
1429,mango,45.0,Nostrud tempor dolore commodo tempor irure dolor nostrud nostrud ipsum ipsum dolor.,shipped,2026-05-07,2025-08-22
2182,Orange,N/A,In ut elit ut veniam magna minim irure elit incididunt tempor in ea incididunt.,delivered,2026-01-15,2026-03-25
1349,apple,100.0,Ea ad ullamco quis ex consectetur minim amet nostrud elit sit ex ut veniam.,ordered,2025-05-21,2025-11-03
2083,apple,N/A,Exercitation duis irure ut dolor ex minim dolor tempor labore amet tempor dolor.,delivered,2026-05-24,2025-06-13
2071,mango,8.0,Elit do ipsum minim labore aliqua veniam ea.,packed,2026-05-19,2025-03-23
1563,Mango,12.5,Lorem commodo laboris aute duis quis duis consequat ut quis et adipiscing aute dolor.,packed,2025-08-15,2026-01-18
1183,Mango,12.5,Aliquip reprehenderit lorem consequat ut consectetur dolore ex consectetur quis ea sit eiusmod duis.,packed,2026-05-01,2025-11-11
1275,Mango,100.0,Eiusmod aliqua quis nisi labore veniam amet ad.,ordered,2025-02-13,2025-10-18
1671,Orange,45.0,Do ut magna irure in commodo minim sed ex adipiscing.,delivered,2025-03-22,2025-08-11
2413,Mango,22.99,Eiusmod et commodo dolor lorem labore ut aute ex reprehenderit sit ullamco.,shipped,2026-04-07,2025-09-10
1176,Mango,22.99,Dolore nostrud quis et ea amet dolore eiusmod reprehenderit exercitation laboris duis dolor enim.,packed,2026-04-13,2025-01-29
2751,ORANGE,22.99,Ullamco magna labore eiusmod elit sit commodo tempor consequat nisi sit irure exercitation nisi.,shipped,2025-07-29,2025-12-09
2096,banana,22.99,Tempor reprehenderit reprehenderit ipsum laboris veniam consectetur voluptate lorem adipiscing aliqua aliqua in ad.,ordered,2025-09-27,2025-09-23
2385,banana,5.5,Minim quis nostrud commodo dolor quis quis ipsum.,delivered,2026-02-16,2025-09-24
2423,APPLE,12.5,Elit ad ex tempor exercitation ut tempor ut reprehenderit amet ut consequat.,shipped,2026-04-10,2025-05-20
2732,Apple,8.0,Tempor sed ullamco aliqua veniam quis consectetur amet dolore consequat tempor.,ordered,2025-07-27,2025-11-09
2939,Banana,8.0,Ad veniam ut ex reprehenderit do eiusmod magna ex ut consequat amet.,ordered,2025-01-13,2025-04-26
2929,Mango,N/A,Consequat aute reprehenderit sed consectetur consectetur tempor elit ipsum tempor laboris elit.,packed,2025-03-29,2025-02-05
2483,Mango,5.5,Consectetur tempor incididunt lorem ut ad nostrud ut amet do tempor.,packed,2025-03-19,2025-03-02
2272,Apple,error,Reprehenderit dolor adipiscing tempor in ipsum aliquip veniam.,packed,2026-02-04,2025-09-19
2772,APPLE,22.99,Elit dolore voluptate duis commodo elit lorem consequat nisi.,packed,2025-06-26,2026-03-06
1204,orange,12.5,Sed dolore aliqua nisi do enim adipiscing magna.,packed,2025-02-27,2025-06-05
2595,Orange,12.5,Labore commodo dolore commodo aliquip sit et magna veniam ipsum labore enim.,shipped,2025-01-31,2025-03-03
1196,Apple,N/A,Labore commodo reprehenderit ipsum ut exercitation sit ex ipsum.,delivered,2025-06-25,2025-06-14
1191,orange,N/A,Commodo quis aliquip enim sit dolore adipiscing consectetur commodo eiusmod aute ut.,shipped,2026-02-22,2025-04-25
2015,orange,45.0,Commodo reprehenderit enim lorem tempor eiusmod dolor voluptate consequat ex incididunt ea.,packed,2025-07-08,2026-01-05
1295,orange,22.99,Adipiscing elit dolor tempor sit reprehenderit dolor laboris.,ordered,2025-10-06,2025-11-09
2519,Apple,5.5,Dolore lorem laboris aliqua exercitation ut do consectetur magna.,delivered,2025-11-04,2025-01-25
2987,ORANGE,error,Consequat et veniam amet ipsum amet quis amet reprehenderit veniam.,ordered,2025-06-24,2026-03-17
2106,mango,error,Exercitation veniam magna enim aliqua aute voluptate nisi consectetur ut voluptate dolor ad.,shipped,2025-11-16,2026-04-13
1530,Orange,N/A,Consequat veniam sit quis quis ad exercitation quis sit incididunt dolor.,packed,2026-02-07,2025-05-11
2707,Banana,100.0,Tempor tempor aliqua ut in ad consectetur quis minim.,shipped,2025-10-08,2026-03-19
1383,ORANGE,12.5,Dolor elit aliquip ad in adipiscing lorem irure lorem.,packed,2025-08-12,2025-01-03
1124,Orange,12.5,Minim eiusmod incididunt ut magna eiusmod amet lorem minim quis ea voluptate.,ordered,2025-09-16,2025-05-02
1831,Orange,12.5,Reprehenderit duis dolore ex exercitation consequat consectetur ad in aliquip nostrud minim.,delivered,2025-02-15,2026-02-02
1018,apple,100.0,Veniam duis sit duis dolor aliqua voluptate dolore ipsum lorem.,shipped,2025-08-13,2025-09-13
1889,orange,8.0,Consequat in sit amet aute ut laboris veniam et tempor ad ex reprehenderit.,shipped,2025-06-03,2025-01-19
1387,banana,12.5,Et ut eiusmod magna ipsum ut in exercitation.,shipped,2025-10-18,2025-10-07
2767,mango,22.99,Adipiscing dolor dolor consectetur aute aliquip commodo ut veniam sit ad.,packed,2025-08-16,2026-04-03
2221,banana,12.5,Reprehenderit dolore ipsum labore irure ad nisi irure enim.,shipped,2025-07-17,2026-02-26
1638,ORANGE,N/A,Voluptate lorem incididunt adipiscing amet ea in veniam labore veniam.,delivered,2025-03-13,2025-06-30
2610,Mango,100.0,Lorem laboris irure amet ipsum ut elit dolor aliqua ipsum sit quis.,packed,2026-04-15,2025-03-30
1060,orange,45.0,Voluptate consectetur aliquip dolor aliqua et consectetur laboris tempor.,shipped,2025-01-12,2026-05-25
2506,mango,22.99,Ut reprehenderit ea aliquip reprehenderit tempor dolore ipsum aute laboris irure voluptate aliqua do.,shipped,2026-01-28,2025-01-26
1219,APPLE,8.0,Eiusmod et ut commodo voluptate reprehenderit ut duis tempor et.,delivered,2025-03-27,2026-05-18
1839,apple,45.0,In ex ex consectetur ut in dolore voluptate ad.,delivered,2026-02-01,2025-12-26
2908,mango,45.0,Consectetur voluptate reprehenderit exercitation ut voluptate duis ut duis tempor exercitation enim consequat laboris.,ordered,2025-08-01,2026-01-06
1030,Orange,22.99,Commodo ut quis voluptate reprehenderit consectetur ut tempor.,packed,2025-11-11,2025-02-24
1629,mango,22.99,Adipiscing amet sit ea aliqua eiusmod aliquip et et quis elit reprehenderit.,shipped,2025-10-17,2025-04-01
2569,orange,8.0,Ut ad sed veniam minim ut lorem laboris eiusmod do nisi ea ad.,packed,2025-03-08,2025-10-11
2201,mango,12.5,Magna aute lorem duis consequat voluptate elit adipiscing aute ut laboris.,shipped,2025-03-26,2025-07-10
1506,Orange,8.0,Magna ut aliquip minim lorem in ad amet aliquip aute dolore voluptate sed.,ordered,2025-07-26,2025-04-18
2217,Apple,12.5,Sit tempor in do dolor enim consectetur amet.,delivered,2025-04-12,2026-04-23
2560,apple,22.99,Ea amet ullamco dolore dolor ex in nisi.,ordered,2025-09-22,2025-04-11
2191,banana,5.5,Minim aute dolor ullamco sit reprehenderit labore labore elit consectetur enim elit minim aute.,delivered,2025-01-04,2026-04-28
1281,Apple,12.5,Do amet magna aliqua veniam minim ea enim consequat consectetur sed nostrud ex.,delivered,2025-09-15,2026-05-08
2004,orange,N/A,Labore do ut aliqua aute irure lorem commodo veniam laboris ut.,shipped,2025-12-27,2026-04-22
2775,apple,12.5,Elit tempor aute sed ea do dolore sed.,ordered,2026-02-05,2025-02-08
2616,mango,22.99,Et ut magna enim dolore ut nisi dolor exercitation consectetur quis voluptate.,shipped,2025-05-26,2025-04-02
1659,Orange,8.0,Magna incididunt adipiscing sit enim lorem sed ipsum in commodo minim tempor ea incididunt.,packed,2025-04-26,2025-08-16
2183,ORANGE,error,Duis ad do lorem dolor aliquip nostrud commodo consequat ut do adipiscing.,shipped,2025-03-14,2026-01-22
1975,Mango,22.99,Incididunt ut eiusmod laboris in aute eiusmod veniam amet labore consequat aute tempor.,delivered,2026-03-07,2025-09-23
2574,ORANGE,5.5,Consequat nostrud aliqua reprehenderit ut eiusmod labore ex dolor amet veniam sit.,delivered,2026-05-20,2025-12-04
